"id","levelId","levelName","paperName","question","optionA","optionB","optionC","optionD","answer","answerIndex","explanation","enabled"
"review-總複習1-20","review","總複習","總複習1","根據右圖，下列何人的說法最恰當？","爸爸：文鳥破壞力太強，我們家不能養","媽媽：文鳥太吵了，還是換養別種鳥吧","哥哥：文鳥依外型特徵，又分很多種耶","妹妹：文鳥壽命太短，又不能陪我長大","C","2","(A)破壞力兩顆星不屬於很強(B)音量只有兩顆星不屬於很吵的鳥類(C)從右下角可知(D)文鳥壽命有5-10年，有可能陪妹妹長大","TRUE"
"review-總複習1-21","review","總複習","總複習1","「秋收冬藏，秋天於我往往卻是一事無成的閒散季節……剛來臺灣時不很明白，為什麼單只秋季如此？馬來西亞四季如夏，我的情緒從未因季節的牽引而波動。」根據上文，下列敘述何者正確？","馬來西亞沒有秋天的氣息，使作者在秋季多愁善感","作者懷念四季如夏的馬來西亞，故難以在秋季放鬆","作者習慣馬來西亞四季如夏的生活，無法適應秋季","臺灣的季節變化比馬來西亞明顯，能閒散度過秋季","D","3","(D)由「秋天於我往往卻是一事無成的閒散季節」、「馬來西亞四季如夏，我的情緒從未因季節的牽引而波動」可知","TRUE"
"review-總複習1-22","review","總複習","總複習1","「沁涼空氣中飄來隱約的熟甜之氣。嗅聞一陣，旋即發現蹲在小客廳矮几上的文旦成熟了……起先，它們揮發一種青果之味，微酸微澀，清香而已。放著放著，酸澀隨著水分蒸發，突然有一天，轉為甜熟之味。」根據上文，下列解讀何者較不恰當？","藉文旦氣味覺察秋天的到來","文旦的氣味由清香轉為甜熟","將秋天滋味定調為「甜熟」","透過味覺來書寫文旦的變化","D","3","(D)應是嗅覺","TRUE"
"review-總複習2-1","review","總複習","總複習2","下列選項中讀音寫成國字後，何者前後相同？","「ㄩˊ」時不候／至死不「ㄩˊ」","「ㄖㄨˊ」子可教／耳「ㄖㄨˊ」目染","眼花「ㄌ一ㄠˊ」亂／聲音「ㄌ一ㄠˊ」亮","「ㄏㄨㄤˇ」然大悟／「ㄏㄨㄤˇ」若隔世","D","3","(A)逾／渝(B)孺／濡(C)撩／嘹(D)恍","TRUE"
"review-總複習2-2","review","總複習","總複習2","下列「 」中國字的讀音，何者前後相同？","略「勝」一籌／美不「勝」收","「葛」氏宗祠／杯「葛」異己","「興」高采烈／「興」師問罪","一盤「散」沙／閒「散」人員","D","3","(A)ㄕㄥˋ／ㄕㄥ(B)ㄍㄜˇ／ㄍㄜˊ(C)ㄒㄧㄥˋ／ㄒㄧㄥ(D)ㄙㄢˇ","TRUE"
"review-總複習2-3","review","總複習","總複習2","下列選項中國字的字義，何者前後相同？","層出不「窮」／「窮」鄉僻壤","自以為「是」／積非成「是」","滔滔不「絕」／「絕」無僅有","實況「轉」播／「轉」敗為勝","B","1","(A)盡、止／荒僻、偏遠(B)正確(C)停止／必定(D)間接傳送／ 改變","TRUE"
"review-總複習2-4","review","總複習","總複習2","下列選項中成語的前後關係，何者與其他三者不同？","風流才子／慘綠少年","高山景行／懷瑾握瑜","家徒四壁／甕牖繩樞","靡靡之音／暮鼓晨鐘","D","3","(A)(B)(C)相似(D)相反","TRUE"
"review-總複習2-5","review","總複習","總複習2","下列「 」中字詞，何者是指實際上的顏色？","青紅「皂」白","篳路「藍」縷","「藍」田出玉","「綠」肥紅瘦","A","0","(A)黑色(B)藍縷：敝衣(C)藍田：地名(D)借代葉子","TRUE"
"review-總複習2-6","review","總複習","總複習2","下列何者與「談笑有鴻儒，往來無白丁」一句使用相同的修辭手法？","公說公有理，婆說婆有理","得意莫歡欣，失意莫苦惱","海內存知己，天涯若比鄰","威武不能屈，貧賤不能移","B","1","題幹與(B)皆使用映襯修辭(A)(D)類疊(C)譬喻","TRUE"
"review-總複習2-7","review","總複習","總複習2","下列文句，何者語氣與「成功了！成功了！機器有了情感！」一句最相近？","哇！這場比賽太精彩了！","我等不及要看那部新電影了！","耶！我考上心目中的第一志願了！","天哪！我最好的朋友這次考了全校第一名！","C","2","(A)讚嘆(B)期待(C)與題幹皆是歡呼語氣(D)驚訝","TRUE"
"review-總複習2-8","review","總複習","總複習2","「叢林中潮氣未收，又溼又熱，蟲類唧唧地叫著，再加上蛙聲閣閣，整個山窪子像一只大鍋，那月亮便是一團藍陰陰的火，緩緩的煮著它，鍋裡水沸了，咕嘟咕嘟的響。」下列何者並未使用與上述文字相同的摹寫修辭？","吹著涼風浴暖陽","全身穿著藍色系列的衣服","它們揮發一種青果之味，微酸微澀","有的只是一個聲音，圓潤而不覺其單調","C","2","(C)嗅覺；(A)與「又溼又熱」同為觸覺(B)與「那月亮便是一團藍陰陰的火」同為視覺(D)與「蟲類唧唧地叫著，再加上蛙聲閣閣」、「咕嘟 咕嘟的響」同為聽覺","TRUE"
"review-總複習2-9","review","總複習","總複習2","關於銘體的說明，下列何者較不恰當？","屬於應用文體的一種","必然須刻於某種器物上","多用於歌頌功德或警戒自勉","因原鑄刻在青銅器上而得名","B","1","(B)後逐漸發展為一種獨立的文體，不一定要刻於物體上","TRUE"
"review-總複習2-10","review","總複習","總複習2","深藍的憂鬱一文中，深藍電腦對棋王說：「我應該比你更像人類唷」是指哪一方面而言？","外貌","情感","智慧","棋藝","B","1","從「這回，深藍簡直不堪一擊，一敗塗地，而且，大聲哭起來……」可知，深藍所指的是自己已具有情感反應，因此選(B)。","TRUE"
"review-總複習2-11","review","總複習","總複習2","深藍的憂鬱一文中，以「成功了！成功了！機器有了情感！」一句作結，呼應了前文中的哪一句？","電腦即將接管世界了！人類的智慧還有用嗎？","深藍電腦已經進步到有著人類形體的外貌和四肢","深藍禮貌地對我鞠躬，我竟不自覺地對機器點頭","機器人產生心靈的奧祕，是科學家一直窮追不捨努力想解開的千古之謎","D","3","(D)與題幹皆強調文中科學家最想努力了解的就是機器人是否能有情感","TRUE"
"review-總複習2-12","review","總複習","總複習2","「南陽諸葛廬，西蜀子雲亭」一句中，劉禹錫將諸葛亮與揚雄相提並論的主因是什麼？","兩者在得志前皆有過居處陋室的經歷","兩者皆在軍事統籌領域有很好的成績","兩者皆是舉世公認機智過人的代表人物","藉揚雄反襯諸葛亮，以強調才華的重要","A","0","陋室銘舉兩人的原因在於兩人曾經 的居所都很簡陋，但都是有才且大展鴻圖的人，藉此暗示自己也在靜待時機，以期一展抱負","TRUE"
"review-總複習2-13","review","總複習","總複習2","陋室銘一文中以下列哪一句貫串全文？","惟吾德馨","山不在高","往來無白丁","無案牘之勞形","A","0","全文強調雖居於陋室，但自身品德良好可使陋室不陋","TRUE"
"review-總複習2-14","review","總複習","總複習2","「不知有多少個春天的早晨，這樣的鳥聲把我從夢境喚起」一句的意境與下列何者最相近？","感時花濺淚，恨別鳥驚心","千山鳥飛絕，萬徑人蹤滅","春眠不覺曉，處處聞啼鳥","蟬噪林愈靜，鳥鳴山更幽","C","2","【語譯】(A)感傷國事，不禁涕淚四濺，鳥鳴驚心，徒增離愁別恨(B)所有的山，飛鳥全都斷絕；所有的路，不見人影蹤跡(C)春日裡貪睡不知不覺天已破曉，攪亂我酣眠的是那啁啾的小鳥(D)蟬聲高唱，樹林卻顯得格外寧靜；鳥鳴聲聲，深山裡倒比往常更清幽","TRUE"
"review-總複習2-15","review","總複習","總複習2","下列哪一句最可以作為「我愛鳥」的支持證據？","我開始欣賞鳥，是在四川","世界上的生物，沒有比鳥更俊俏的","不是吱吱喳喳的麻雀，不是呱呱噪啼的烏鴉","牠像虹似地一下就消逝了，牠留下的是無限的迷惘","B","1","(B)本句用俊俏形容鳥可知作者把鳥視為與人一樣，且對其表示高度讚嘆","TRUE"
"review-總複習2-16","review","總複習","總複習2","「矮几上的文旦漸漸少了，像用剩的秋日，而煩雜事卻愈堆愈高」一句中，作者以文旦的減少象徵什麼？","童年回憶","繁雜事多","秋季將盡","母親的愛","C","2","(C)從「像用剩的秋日」可知","TRUE"
"review-總複習2-17","review","總複習","總複習2","「心極靜極沉，像一只熟得恰好的紅柿，一串黃到巔峰的香蕉，水分飽脹的秋梨，滿樹棲止的黃葉」一句的相關說明，下列何者最恰當？","以成熟水果、黃葉比喻作者的穩重個性","點明了季節又為下文的秋之味埋下伏筆","藉由映襯手法來反襯作者極沉靜的心境","流露作者對秋日美好由衷的喜歡與讚嘆","B","1","(A)比喻自己沉靜的心境(C)並未使用映襯手法(D)無法看出","TRUE"
"review-總複習2-18","review","總複習","總複習2","「電腦能幫我們輕鬆完成許多事，只不過大部分這些透過電腦得以輕鬆完成的事，本來就不是非做不可的。」對於上文的解讀，下列何者最恰當？","科技始終來自於人性","人類比電腦更精通於做事","許多生活瑣事都可以交給電腦完成","人生中最重要的事是電腦無法代勞的","D","3","(D)從「透過電腦得以輕鬆完成的事本來就不是非做不可的」可知","TRUE"
"review-總複習2-19","review","總複習","總複習2","「王濬樓船下益州，金陵王氣黯然收。千尋鐵鎖沉江底，一片降旛出石頭。人世幾回傷往事，山形依舊枕寒流。今逢四海為家日，故壘蕭蕭蘆荻秋。」一詩的主題為何？","物是人非","懷才不遇","思念故鄉","藉古諷今","A","0","(A)從「人世幾回傷往事，山形依舊枕寒流」可知。【語譯】晉武帝討 伐孫吳時，派大將王濬率領船艦從益州一路東下，金陵城中的帝王氣象，一下子就黯淡失色。儘管孫吳的人用八千尺的鐵鎖橫擋在江面，想阻擋晉國的戰船前進，鐵鎖還是被火燒熔，沉到江底。 吳王孫皓只好豎起降旗，帶領著百官，走出石頭城。人事 的變化難以捉摸，許多往事回憶起來，只是讓人傷感罷了。不變的是西塞山，他看著人間歷經滄桑興亡，仍然橫靠著寒冷的江水矗立。而今四海一家，天下歸於一統，只剩下秋天的蘆葦陪伴著那些早已荒廢的舊堡壘了","TRUE"
"review-總複習2-20","review","總複習","總複習2","「一次，梁實秋與親友到餐廳歡宴，席間酒菜齊全，唯獨白飯久等不來，經再三催促後仍不見蹤影，眾人皆已垮下臉來，氣氛十分凝重。於是等女服務生再度上菜之際，梁實秋開玩笑地問：『怎麼飯還不來？是不是稻子還沒收割？』女服務生連眼都沒眨一下，回應：『還沒插秧呢！』這一妙問一妙答頓時化舉座不快為歡娛。」根據這段文字內容，最可以看出梁實秋的哪項特質？","溫和有禮，委婉暗示不滿","快人快語，說話直爽乾脆","情緒穩定，以幽默化解矛盾","仗義執言，為眾人打抱不平","C","2","(C)從眾人情緒已不好而梁實秋仍可以開玩笑並化解眾人的不悅可知","TRUE"
"review-總複習2-21","review","總複習","總複習2","「真正危險的不是電腦開始像人類那樣去思考，而是人類開始像電腦一樣思考。」一句並未點出哪種思維是危險的？","制式","僵化","功利","夢幻","D","3","人類與機器的區別在於情感與創意，故(A)(B)(C)較屬於電腦方式的思考","TRUE"
"review-總複習2-22","review","總複習","總複習2","根據上圖內容，秋天最可能普遍給人怎樣的感覺？","令人善感而引發思人之情","浪漫多情而令人感到溫暖","孤單寂寞而令人沉溺悲傷","閒散舒適而引發淡泊之心","A","0","由圖中五首歌所節錄的歌詞，可找出共通性為秋天常引發思念與感傷，因此選(A)。","TRUE"
"review-總複習2-23","review","總複習","總複習2","「夏天易爛的葉菜類存放時間變長了，根莖類如蘿蔔、蓮藕、馬鈴薯變得更甘脆。切白蘿蔔時忍不住邊切邊吃。很難拒絕蘿蔔那辛辣中的清甜誘惑，生吃尤顯滋味，常常吃著便不由得要感恩。」根據上文，作者並未用下列何者描述秋之味？","蓮藕","蘿蔔","葉菜類","馬鈴薯","C","2","(C)「存放時間變長了」不屬於味道的敘寫","TRUE"
"review-總複習2-24","review","總複習","總複習2","「矮几上的文旦漸漸少了，像用剩的秋日，而煩雜事卻愈堆愈高。時序立冬，最後一個屬於秋的節氣終於過完，我卻仍然眷戀著愉悅感官的，甜美的秋天況味。」根據上文，作者提及「煩雜事」對於表達喜愛之情有何功能？","再煩雜的事終將會因為秋天的結束而找到解決辦法","以煩雜事比喻所剩的秋日，感嘆秋天如同曇花一現","感嘆美好的秋天終將結束，生活只剩無盡的煩雜事","凸顯作者即便深陷在煩雜事中，也不忽略秋日之美","D","3","(D)從「我卻仍然眷戀著愉悅感官的，甜美的秋天況味」可推知","TRUE"
